id,sector,cluster,measure,validated,phase,phase_category,gap,risk,ownership
cp_2,civil protection,private risk precaution & behaviour of citizens,"Instructions for behavior in emergency situations need to be created and widely provided. In practice this regards for example a) safety-issues and disturbances created by onlookers, b) the ignorance of road blocks or other restrictions of private locomotion outdoors, c) better knowledge about recovery measures, d) promotion of personal responsibility, e) knowledge of non-structural protection measures like early warning systems, the civil protection plan, hazard maps, and contigency plans, f) availability and accessibility of information during the response phase.",1,Response: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",national & subnational
cp_2,civil protection,private risk precaution & behaviour of citizens,"Instructions for behavior in emergency situations need to be created and widely provided. In practice this regards for example a) safety-issues and disturbances created by onlookers, b) the ignorance of road blocks or other restrictions of private locomotion outdoors, c) better knowledge about recovery measures, d) promotion of personal responsibility, e) knowledge of non-structural protection measures like early warning systems, the civil protection plan, hazard maps, and contigency plans, f) availability and accessibility of information during the response phase.",1,Response: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_2,civil protection,private risk precaution & behaviour of citizens,"Instructions for behavior in emergency situations need to be created and widely provided. In practice this regards for example a) safety-issues and disturbances created by onlookers, b) the ignorance of road blocks or other restrictions of private locomotion outdoors, c) better knowledge about recovery measures, d) promotion of personal responsibility, e) knowledge of non-structural protection measures like early warning systems, the civil protection plan, hazard maps, and contigency plans, f) availability and accessibility of information during the response phase.",1,Response: tool implementation,tool implementation,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
cp_2,civil protection,private risk precaution & behaviour of citizens,"Instructions for behavior in emergency situations need to be created and widely provided. In practice this regards for example a) safety-issues and disturbances created by onlookers, b) the ignorance of road blocks or other restrictions of private locomotion outdoors, c) better knowledge about recovery measures, d) promotion of personal responsibility, e) knowledge of non-structural protection measures like early warning systems, the civil protection plan, hazard maps, and contigency plans, f) availability and accessibility of information during the response phase.",1,Response: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
cp_3,civil protection,private risk precaution & behaviour of citizens,National administration needs to put a stronger focus on private risk precaution and enhance supportive infrastructures,0,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_3,civil protection,private risk precaution & behaviour of citizens,National administration needs to put a stronger focus on private risk precaution and enhance supportive infrastructures,0,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_3,civil protection,private risk precaution & behaviour of citizens,National administration needs to put a stronger focus on private risk precaution and enhance supportive infrastructures,0,Prevention: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_3,civil protection,private risk precaution & behaviour of citizens,National administration needs to put a stronger focus on private risk precaution and enhance supportive infrastructures,0,Prevention: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_4,civil protection,private risk precaution & behaviour of citizens,Adequate use of preventive measures advocated by local institutions,1,Prevention: non-structural,non-structural,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_4,civil protection,private risk precaution & behaviour of citizens,Adequate use of preventive measures advocated by local institutions,1,Prevention: structural,structural,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_4,civil protection,private risk precaution & behaviour of citizens,Adequate use of preventive measures advocated by local institutions,1,Preparedness: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_5,civil protection,private risk precaution & behaviour of citizens,"Onlookers often hinder emergency services, necessitating clear warnings and personal responsibility",1,Response: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_6,civil protection,private risk precaution & behaviour of citizens,"Issue of compliance: even though local population might know how they should behave, they sometimes do not follow the rules. Some people were warned about the event and its possible outcome, but still did not take the warning serious.",1,Response: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_7,civil protection,voluntary organizations,Systematic and long-term strengthening of volunteer work and pro-active engagement for prevention work is needed. This implies that legislative frameworks need to safeguard the availability of volunteers and increase the attractiveness of voluntary engagement in disaster relief.,1,Response: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
cp_7,civil protection,voluntary organizations,Systematic and long-term strengthening of volunteer work and pro-active engagement for prevention work is needed. This implies that legislative frameworks need to safeguard the availability of volunteers and increase the attractiveness of voluntary engagement in disaster relief.,1,Response: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_8,civil protection,voluntary organizations,"Centers for voluntary engagement are needed to advertise engagement, coordinate volunteers, and establish connections between relief forces",0,Response: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_8,civil protection,voluntary organizations,"Centers for voluntary engagement are needed to advertise engagement, coordinate volunteers, and establish connections between relief forces",0,Response: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_9,civil protection,voluntary organizations,"Models for increased flexibility of voluntary engagement are warranted (e.g. Regarding compatibility with paid work), conceivably an employee leave for emergencies.",1,Response: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
cp_10,civil protection,municipal resilience planning,"Provision of risk analyses, situation overviews, early warnings and professional advice for municipalities. This encompasses i) establishing a contact center point, ii) strengthening the capacity and reliability of the regional information center, and iii) considering the hazard \""\""\""\""wind\""\""\""\"" in civil protection and contingency plans.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_10,civil protection,municipal resilience planning,"Provision of risk analyses, situation overviews, early warnings and professional advice for municipalities. This encompasses i) establishing a contact center point, ii) strengthening the capacity and reliability of the regional information center, and iii) considering the hazard \""\""\""\""wind\""\""\""\"" in civil protection and contingency plans.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_10,civil protection,municipal resilience planning,"Provision of risk analyses, situation overviews, early warnings and professional advice for municipalities. This encompasses i) establishing a contact center point, ii) strengthening the capacity and reliability of the regional information center, and iii) considering the hazard \""\""\""\""wind\""\""\""\"" in civil protection and contingency plans.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
cp_11,civil protection,municipal resilience planning,"Provision of an easy-to-use tool for local risk assessments. Thereby, closing gaps in the availability of decision support tools (such as webgis, information sharing platforms, checklists, etc.) during the response phase and tackling the limited ability of existing preparedness tools to predict impacts (of weather events) on the territory.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_11,civil protection,municipal resilience planning,"Provision of an easy-to-use tool for local risk assessments. Thereby, closing gaps in the availability of decision support tools (such as webgis, information sharing platforms, checklists, etc.) during the response phase and tackling the limited ability of existing preparedness tools to predict impacts (of weather events) on the territory.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_12,civil protection,municipal resilience planning,"Regionalization of local disaster relief budgets. Here, the coordination between municipalities could be improved for implementation of resilience strategies.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_12,civil protection,municipal resilience planning,"Regionalization of local disaster relief budgets. Here, the coordination between municipalities could be improved for implementation of resilience strategies.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_12,civil protection,municipal resilience planning,"Regionalization of local disaster relief budgets. Here, the coordination between municipalities could be improved for implementation of resilience strategies.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_12,civil protection,municipal resilience planning,"Regionalization of local disaster relief budgets. Here, the coordination between municipalities could be improved for implementation of resilience strategies.",1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_13,civil protection,municipal resilience planning,"Local resilience strategies and plans for climate-induced disasters need to be established, harmonized and implemented. Here, the coordination between municipalities could be improved, because to date prevention emergency plans of fire fighters, for example, are different in each municipality. A regional information center could faciliate this process.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_13,civil protection,municipal resilience planning,"Local resilience strategies and plans for climate-induced disasters need to be established, harmonized and implemented. Here, the coordination between municipalities could be improved, because to date prevention emergency plans of fire fighters, for example, are different in each municipality. A regional information center could faciliate this process.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_13,civil protection,municipal resilience planning,"Local resilience strategies and plans for climate-induced disasters need to be established, harmonized and implemented. Here, the coordination between municipalities could be improved, because to date prevention emergency plans of fire fighters, for example, are different in each municipality. A regional information center could faciliate this process.",1,Preparedness: tool implementation,tool implementation,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_13,civil protection,municipal resilience planning,"Local resilience strategies and plans for climate-induced disasters need to be established, harmonized and implemented. Here, the coordination between municipalities could be improved, because to date prevention emergency plans of fire fighters, for example, are different in each municipality. A regional information center could faciliate this process.",1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_14,civil protection,municipal resilience planning,"A risk culture among local/regional actors (esp. Mayors) is missing, e.g. Regarding the limits of technical protection measures. In some municipalities no official emergency or operational plans were made before the event.",1,Preparedness: tools,tools,awareness & recognition,"multi-hazard, multi-risk",local & regional
cp_14,civil protection,municipal resilience planning,"A risk culture among local/regional actors (esp. Mayors) is missing, e.g. Regarding the limits of technical protection measures. In some municipalities no official emergency or operational plans were made before the event.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_14,civil protection,municipal resilience planning,"A risk culture among local/regional actors (esp. Mayors) is missing, e.g. Regarding the limits of technical protection measures. In some municipalities no official emergency or operational plans were made before the event.",1,Preparedness: tool implementation,tool implementation,awareness & recognition,"multi-hazard, multi-risk",local & regional
cp_14,civil protection,municipal resilience planning,"A risk culture among local/regional actors (esp. Mayors) is missing, e.g. Regarding the limits of technical protection measures. In some municipalities no official emergency or operational plans were made before the event.",1,Preparedness: tool implementation,tool implementation,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Preparedness: tools,tools,awareness & recognition,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Preparedness: tools,tools,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Response: tools,tools,awareness & recognition,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Response: tools,tools,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Response: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Response: tool implementation,tool implementation,awareness & recognition,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Response: tool implementation,tool implementation,effectiveness & efficiency,"multi-hazard, multi-risk",national & subnational
cp_15,civil protection,municipal resilience planning,"Target-group specific information need to be provided, for example for citizens, mayors, tourists, planners, businesses and farmers. In some municipalities it was difficult for the citizens to find out the correct information during the response phase. This, in turn, can negatively affect the local responsiveness and responsibility, and slow down the intervention. Lacking knowledge of the civil protection plan can aggravate this issue, while a contact center point or a strengthened regional information center would help to improve the situation.",1,Response: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_16,civil protection,municipal resilience planning,"Climate proofing of local projects (e.g. Construction, funding)",0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
cp_16,civil protection,municipal resilience planning,"Climate proofing of local projects (e.g. Construction, funding)",0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,"knowledge, data & evidence",direct extreme weather impacts,national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,"resources, capacity & implementation",direct extreme weather impacts,national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,policy design & planning,direct extreme weather impacts,national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_17,civil protection,municipal resilience planning,"Integration of different information is needed, for example hazard zone plans, hazard warning maps, and climate scenarios. In some cases, the hazard \""\""\""\""wind\""\""\""\"" was not considered in civil protection and contigency plans. Here, hazard maps and civil protection plans should contain the same scenarios. Therefore, civil protection plans need to be extended and increase their practical relevance by providing also feasible options for action (not only information about hazards and risks) for different scenarios. A contact center point or a strengthened regional information center would help to facilitate this process.",1,Preparedness: tools,tools,governance: organisational & procedural,direct extreme weather impacts,national & subnational
cp_18,civil protection,municipal resilience planning,"Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",1,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_18,civil protection,municipal resilience planning,"Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",1,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_18,civil protection,municipal resilience planning,"Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_18,civil protection,municipal resilience planning,"Enhanced municipal risk precaution with specialized offers, like a natural hazard risks precaution check (âvorsorgecheck naturgefahren im klimawandelâ). This could help coordinating the implementation process of resilience strategies between municipalities.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_19,civil protection,municipal resilience planning,"Improved structural and organizational measures for municipal risk precaution, which should be deducted from hazard zone maps. This could help solving issues like the difficulty to find suiting technical instrumentation in the response phase and the lacking consideration of wind hazards in civil protection and contingency plans. The overall goal should, however, be to get out of the logic of documents with check boxes and bring the municipality crisis plan to life.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_19,civil protection,municipal resilience planning,"Improved structural and organizational measures for municipal risk precaution, which should be deducted from hazard zone maps. This could help solving issues like the difficulty to find suiting technical instrumentation in the response phase and the lacking consideration of wind hazards in civil protection and contingency plans. The overall goal should, however, be to get out of the logic of documents with check boxes and bring the municipality crisis plan to life.",1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_20,civil protection,municipal resilience planning,Adequate use of preventive measures advocated by local institutions,1,Prevention: non-structural,non-structural,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_20,civil protection,municipal resilience planning,Adequate use of preventive measures advocated by local institutions,1,Prevention: structural,structural,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_20,civil protection,municipal resilience planning,Adequate use of preventive measures advocated by local institutions,1,Preparedness: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_21,civil protection,municipal resilience planning,Providing model templates for municipal disaster prevention plans (e.g. In austria provided by the regional centre for crisis and disaster management),1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_22,civil protection,municipal resilience planning,"Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_22,civil protection,municipal resilience planning,"Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Preparedness: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",local & regional
cp_22,civil protection,municipal resilience planning,"Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_22,civil protection,municipal resilience planning,"Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Response: tools,tools,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_22,civil protection,municipal resilience planning,"Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Response: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",local & regional
cp_22,civil protection,municipal resilience planning,"Disaster prevention plans should include (inter alia): legal frameworks for civil protection organisation; checklists and flowcharts for risks (e.g. Floods, blackouts); emergency contacts and communication protocols; public warning systems and press coordination; lists of emergency personnel, accommodation resources, and evacuation plans; inventories of critical buildings, support operations, and protective structures; alarm plans and sample forms.",1,Response: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_23,civil protection,municipal resilience planning,"Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_23,civil protection,municipal resilience planning,"Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_23,civil protection,municipal resilience planning,"Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",1,Response: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",local & regional
cp_23,civil protection,municipal resilience planning,"Even if municipal emergency plans are available, some processes overly depend on individuals, necessitating written, person-independent checklists.",1,Response: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
cp_24,civil protection,municipal resilience planning,"Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
cp_24,civil protection,municipal resilience planning,"Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_24,civil protection,municipal resilience planning,"Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Preparedness: tool implementation,tool implementation,policy design & planning,"multi-hazard, multi-risk",national & subnational
cp_24,civil protection,municipal resilience planning,"Emergency plans must ensure access to equipment and pre-identified debris deposit areas. Sharing resources across regions and planning depositional areas in advance can streamline responses, but legal, environmental, and compensation issues must be addressed.",1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
cp_25,civil protection,municipal resilience planning,The civil prevention/protection plans are not well known by the local administration and by the population.,1,Preparedness: tool implementation,tool implementation,awareness & recognition,"multi-hazard, multi-risk",local & regional
cp_25,civil protection,municipal resilience planning,The civil prevention/protection plans are not well known by the local administration and by the population.,1,Preparedness: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
cp_26,civil protection,municipal resilience planning,The civil prevention plans did not cover all the scenarios that occurred (e.g. Wind hazards).,1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_26,civil protection,municipal resilience planning,The civil prevention plans did not cover all the scenarios that occurred (e.g. Wind hazards).,1,Preparedness: tools,tools,policy design & planning,direct extreme weather impacts,local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Preparedness: tools,tools,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Preparedness: tools,tools,local risk preparedness & community-driven adaptive capacities,direct extreme weather impacts,local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Preparedness: tools,tools,policy design & planning,direct extreme weather impacts,local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,direct extreme weather impacts,local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Recovery: learning,learning,policy design & planning,"multi-hazard, multi-risk",local & regional
cp_27,civil protection,municipal resilience planning,Civil protection plans need to be adjusted to new challenges after extreme events but it remains unclear whether and how this will happen.,1,Recovery: learning,learning,policy design & planning,direct extreme weather impacts,local & regional
