,id,sector,cluster,measure,validated,phase,phase_category,gap,risk,ownership
482,cp_69,civil protection,monitoring and early warning systems,A standardized procedure is missing for how authorities and civil protection organizations shall deal with extreme weather warnings and results of nowcasting. This complicates making effective decisions during the response phase.,1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,direct extreme weather impacts,national & subnational
483,cp_69,civil protection,monitoring and early warning systems,A standardized procedure is missing for how authorities and civil protection organizations shall deal with extreme weather warnings and results of nowcasting. This complicates making effective decisions during the response phase.,1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,flooding: pluvial,national & subnational
484,cp_69,civil protection,monitoring and early warning systems,A standardized procedure is missing for how authorities and civil protection organizations shall deal with extreme weather warnings and results of nowcasting. This complicates making effective decisions during the response phase.,1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,drought,national & subnational
485,cp_70,civil protection,monitoring and early warning systems,Issue of compliance: even though the local population was warned about the event some citizens did not respond or not quick enough.,1,Preparedness: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
486,cp_70,civil protection,monitoring and early warning systems,Issue of compliance: even though the local population was warned about the event some citizens did not respond or not quick enough.,1,Response: tool implementation,tool implementation,compliance & enforcement,"multi-hazard, multi-risk",local & regional
487,cp_71,civil protection,monitoring and early warning systems,A locally tailored warning system is needed to improve the local procedures in response to early warnings.,1,Preparedness: tools,tools,"knowledge, data & evidence","multi-hazard, multi-risk",local & regional
488,cp_71,civil protection,monitoring and early warning systems,A locally tailored warning system is needed to improve the local procedures in response to early warnings.,1,Preparedness: tools,tools,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
489,cp_71,civil protection,monitoring and early warning systems,A locally tailored warning system is needed to improve the local procedures in response to early warnings.,1,Preparedness: tool implementation,tool implementation,"knowledge, data & evidence","multi-hazard, multi-risk",local & regional
490,cp_71,civil protection,monitoring and early warning systems,A locally tailored warning system is needed to improve the local procedures in response to early warnings.,1,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
491,cp_72,civil protection,"trainings, education, and learning from past events","Specialized qualifications are needed for volunteer workers, self-employed persons, and farmers in order to increase disaster preparedness.",0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
492,cp_72,civil protection,"trainings, education, and learning from past events","Specialized qualifications are needed for volunteer workers, self-employed persons, and farmers in order to increase disaster preparedness.",0,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
493,cp_73,civil protection,"trainings, education, and learning from past events","Training exercises for commonly developed emergency and contingency plans to ensure every citizen knows the civil protection plan and also how to behave, e. G. In case of a debris flow event. This entails periodical repetitions to achieve routine.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
494,cp_73,civil protection,"trainings, education, and learning from past events","Training exercises for commonly developed emergency and contingency plans to ensure every citizen knows the civil protection plan and also how to behave, e. G. In case of a debris flow event. This entails periodical repetitions to achieve routine.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",hydrological hazards: other,local & regional
495,cp_73,civil protection,"trainings, education, and learning from past events","Training exercises for commonly developed emergency and contingency plans to ensure every citizen knows the civil protection plan and also how to behave, e. G. In case of a debris flow event. This entails periodical repetitions to achieve routine.",1,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
496,cp_73,civil protection,"trainings, education, and learning from past events","Training exercises for commonly developed emergency and contingency plans to ensure every citizen knows the civil protection plan and also how to behave, e. G. In case of a debris flow event. This entails periodical repetitions to achieve routine.",1,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,hydrological hazards: other,local & regional
497,cp_74,civil protection,"trainings, education, and learning from past events","Involving schools into children’s information about natural hazards, vulnerabilities and risks.",0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
498,cp_74,civil protection,"trainings, education, and learning from past events","Involving schools into children’s information about natural hazards, vulnerabilities and risks.",0,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",national & subnational
499,cp_75,civil protection,"trainings, education, and learning from past events",Natural hazard advisors need to share their knowledge through trainings and information events. This entails periodical repetitions to achieve routine.,1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
500,cp_75,civil protection,"trainings, education, and learning from past events",Natural hazard advisors need to share their knowledge through trainings and information events. This entails periodical repetitions to achieve routine.,1,Preparedness: tool implementation,tool implementation,"knowledge, data & evidence","multi-hazard, multi-risk",national & subnational
501,cp_76,civil protection,"trainings, education, and learning from past events","Enhanced education in the disaster management sector, e. G. Through transnational collaboration and trainings.",0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",transnational
502,cp_76,civil protection,"trainings, education, and learning from past events","Enhanced education in the disaster management sector, e. G. Through transnational collaboration and trainings.",0,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
503,cp_77,civil protection,"trainings, education, and learning from past events","Enhanced trainings of disaster relief forces, e. G. For operations during heavy precipitation and debris flow events. This entails periodical repetitions to achieve routine.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
504,cp_77,civil protection,"trainings, education, and learning from past events","Enhanced trainings of disaster relief forces, e. G. For operations during heavy precipitation and debris flow events. This entails periodical repetitions to achieve routine.",1,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
505,cp_78,civil protection,"trainings, education, and learning from past events","Education and trainings on how to work with probabilistic weather forecasts, and how to communicate their interpretation to response forces. Here, new knowedge needs to be integrated into existing tools.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",direct extreme weather impacts,local & regional
506,cp_78,civil protection,"trainings, education, and learning from past events","Education and trainings on how to work with probabilistic weather forecasts, and how to communicate their interpretation to response forces. Here, new knowedge needs to be integrated into existing tools.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",flooding: pluvial,local & regional
507,cp_78,civil protection,"trainings, education, and learning from past events","Education and trainings on how to work with probabilistic weather forecasts, and how to communicate their interpretation to response forces. Here, new knowedge needs to be integrated into existing tools.",1,Preparedness: tool implementation,tool implementation,"knowledge, data & evidence",direct extreme weather impacts,local & regional
508,cp_78,civil protection,"trainings, education, and learning from past events","Education and trainings on how to work with probabilistic weather forecasts, and how to communicate their interpretation to response forces. Here, new knowedge needs to be integrated into existing tools.",1,Preparedness: tool implementation,tool implementation,"knowledge, data & evidence",flooding: pluvial,local & regional
509,cp_79,civil protection,"trainings, education, and learning from past events",Joint education of fire officers and natural hazard advisors to reach a ‘common language’.,0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
510,cp_80,civil protection,"trainings, education, and learning from past events",Joint emergency exercises with cca and drr communities.,0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
511,cp_81,civil protection,"trainings, education, and learning from past events",The hazard 'wind' is not considered in many civil protection and contingency plans.,1,Preparedness: tools,tools,policy design & planning,direct extreme weather impacts,local & regional
512,cp_82,civil protection,"trainings, education, and learning from past events","Self protection measures for firefighters in case of strong winds were not trained enough. Therefore, operational forces stayed too long in risky situations.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",direct extreme weather impacts,local & regional
513,cp_83,civil protection,"trainings, education, and learning from past events",Debriefing workshops with all concerned stakeholders should be held after each extreme event because post-event anaylsis needs to be improved and systematized.,1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
514,cp_84,civil protection,"trainings, education, and learning from past events","Post-event documentation: operational and lessons-learned protocols can guide future responses. While municipalities with frequent disasters share valuable knowledge, those facing new challenges from climate change could benefit from this experience.",1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
515,cp_84,civil protection,"trainings, education, and learning from past events","Post-event documentation: operational and lessons-learned protocols can guide future responses. While municipalities with frequent disasters share valuable knowledge, those facing new challenges from climate change could benefit from this experience.",1,Recovery: learning,learning,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
516,cp_85,civil protection,"trainings, education, and learning from past events",Event documentation typically does not include spatially allocated costs that could be correlated with the spatial classification of the beam (asset-related) dataset.,1,Recovery: learning,learning,"knowledge, data & evidence","multi-hazard, multi-risk",local & regional
517,cp_85,civil protection,"trainings, education, and learning from past events",Event documentation typically does not include spatially allocated costs that could be correlated with the spatial classification of the beam (asset-related) dataset.,1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk",local & regional
518,cp_86,civil protection,"trainings, education, and learning from past events","Despite mountain rescue events must be debriefed after every operation, the learnings remain limited because the rescue processes are so familiar.",1,Recovery: learning,learning,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
519,cp_87,civil protection,"trainings, education, and learning from past events","In the recovery phase the inter-sectoral collaboration, especially at the national level, is lacking.",1,Recovery: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
520,cp_87,civil protection,"trainings, education, and learning from past events","In the recovery phase the inter-sectoral collaboration, especially at the national level, is lacking.",1,Recovery: learning,learning,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
521,cp_88,civil protection,"trainings, education, and learning from past events","A routine with emergency response procedures needs to be established, particularly if the last extreme event was long ago. In municipalities with less frequent events, for example, the fire brigades are lacking experience in responding.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
522,cp_88,civil protection,"trainings, education, and learning from past events","A routine with emergency response procedures needs to be established, particularly if the last extreme event was long ago. In municipalities with less frequent events, for example, the fire brigades are lacking experience in responding.",1,Response: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
523,cp_89,civil protection,"trainings, education, and learning from past events","Making better use of disaster events as a window of opportunity to increase resilience and to overcome outdated risk management approaches. This requires systematizing debriefing processes after events, with a more structured event documentation and integration of learnings in monitoring, predictions, nowcasting, and development of new approaches to prevention.",1,Recovery: learning,learning,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
524,cp_90,civil protection,"trainings, education, and learning from past events","Campaigns and cyclical trainings at the local level are needed to strengthen public awareness of the use of meteorological/hydrological data, forecasts, and warnings.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",direct extreme weather impacts,local & regional
525,cp_90,civil protection,"trainings, education, and learning from past events","Campaigns and cyclical trainings at the local level are needed to strengthen public awareness of the use of meteorological/hydrological data, forecasts, and warnings.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation",hydrological hazards: other,local & regional
526,cp_91,civil protection,financing and funding instruments,Redesign of national disaster funds and relevant funding instruments along the ideas of ‘build back better’ and prevention.,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
527,cp_91,civil protection,financing and funding instruments,Redesign of national disaster funds and relevant funding instruments along the ideas of ‘build back better’ and prevention.,0,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
528,cp_91,civil protection,financing and funding instruments,Redesign of national disaster funds and relevant funding instruments along the ideas of ‘build back better’ and prevention.,0,Recovery: learning,learning,policy design & planning,"multi-hazard, multi-risk",national & subnational
529,cp_92,civil protection,financing and funding instruments,Using the national disaster fund to provide specialized equipment to disaster relief forces.,0,Preparedness: tool implementation,tool implementation,policy design & planning,"multi-hazard, multi-risk",national & subnational
530,cp_92,civil protection,financing and funding instruments,Using the national disaster fund to provide specialized equipment to disaster relief forces.,0,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
531,cp_93,civil protection,financing and funding instruments,Integration of financial incentives in civil protection plans.,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
532,cp_93,civil protection,financing and funding instruments,Integration of financial incentives in civil protection plans.,0,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
533,cp_94,civil protection,financing and funding instruments,Obligatory consideration of property protection measures as a prerequisite to receiving public funding in exposed areas.,0,Prevention: structural,structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
534,cp_94,civil protection,financing and funding instruments,Obligatory consideration of property protection measures as a prerequisite to receiving public funding in exposed areas.,0,Prevention: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
535,cp_94,civil protection,financing and funding instruments,Obligatory consideration of property protection measures as a prerequisite to receiving public funding in exposed areas.,0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
536,cp_94,civil protection,financing and funding instruments,Obligatory consideration of property protection measures as a prerequisite to receiving public funding in exposed areas.,0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
537,cp_95,civil protection,financing and funding instruments,"Positive incentives like awards, bonuses, funding for risk precaution.",0,Prevention: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
538,cp_95,civil protection,financing and funding instruments,"Positive incentives like awards, bonuses, funding for risk precaution.",0,Prevention: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
539,cp_95,civil protection,financing and funding instruments,"Positive incentives like awards, bonuses, funding for risk precaution.",0,Prevention: non-structural,non-structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
540,cp_95,civil protection,financing and funding instruments,"Positive incentives like awards, bonuses, funding for risk precaution.",0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
541,cp_96,civil protection,financing and funding instruments,"Custom taxation and fiscal policies in hazard-prone areas (e. G. Incentives for reducing land-use), using revenues for enhanced emergency management.",0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
542,cp_96,civil protection,financing and funding instruments,"Custom taxation and fiscal policies in hazard-prone areas (e. G. Incentives for reducing land-use), using revenues for enhanced emergency management.",0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
543,cp_96,civil protection,financing and funding instruments,"Custom taxation and fiscal policies in hazard-prone areas (e. G. Incentives for reducing land-use), using revenues for enhanced emergency management.",0,Response: tool implementation,tool implementation,policy design & planning,"multi-hazard, multi-risk",national & subnational
544,cp_96,civil protection,financing and funding instruments,"Custom taxation and fiscal policies in hazard-prone areas (e. G. Incentives for reducing land-use), using revenues for enhanced emergency management.",0,Response: tool implementation,tool implementation,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
545,cp_97,civil protection,financing and funding instruments,Forecast-based financing as an impact-oriented tool to anticipate disasters.,0,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
546,cp_98,civil protection,financing and funding instruments,"Financial risk management: financial aspects often overwhelm municipal authorities, with fragmented processes for private and public damages. A centralised unit to manage funding and settlements could provide structural support. Uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce financial vulnerability. Early investment in risk cycle measures saves recovery costs.",1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
547,cp_98,civil protection,financing and funding instruments,"Financial risk management: financial aspects often overwhelm municipal authorities, with fragmented processes for private and public damages. A centralised unit to manage funding and settlements could provide structural support. Uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce financial vulnerability. Early investment in risk cycle measures saves recovery costs.",1,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
548,cp_98,civil protection,financing and funding instruments,"Financial risk management: financial aspects often overwhelm municipal authorities, with fragmented processes for private and public damages. A centralised unit to manage funding and settlements could provide structural support. Uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce financial vulnerability. Early investment in risk cycle measures saves recovery costs.",1,Recovery: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
549,cp_98,civil protection,financing and funding instruments,"Financial risk management: financial aspects often overwhelm municipal authorities, with fragmented processes for private and public damages. A centralised unit to manage funding and settlements could provide structural support. Uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce financial vulnerability. Early investment in risk cycle measures saves recovery costs.",1,Recovery: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
550,cp_99,civil protection,financing and funding instruments,"Improving scalability of resource management and logistics (personnel, machinery, financial means): planning capacities for large-scale events that need supraregional responses and coordination.",1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
551,cp_100,civil protection,financing and funding instruments,Resources are allocated in an unbalanced manner.,1,Preparedness: tool implementation,tool implementation,"resources, capacity & implementation","multi-hazard, multi-risk",local & regional
552,cp_101,civil protection,insurances,Legal frameworks need to foster insurance-based private risk precaution.,0,Preparedness: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
553,cp_101,civil protection,insurances,Legal frameworks need to foster insurance-based private risk precaution.,0,Prevention: non-structural,non-structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
554,cp_102,civil protection,insurances,Development of protection certificates for private properties (“objektschutzzertifikate”).,0,Prevention: non-structural,non-structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
555,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
556,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",national & subnational
557,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Preparedness: tools,tools,policy design & planning,flooding: pluvial,national & subnational
558,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Preparedness: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
559,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Preparedness: tools,tools,legislative & regulatory,"floods: riverine, fluvial",national & subnational
560,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Preparedness: tools,tools,legislative & regulatory,flooding: pluvial,national & subnational
561,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
562,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Recovery: structural,structural,policy design & planning,"floods: riverine, fluvial",national & subnational
563,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Recovery: structural,structural,policy design & planning,flooding: pluvial,national & subnational
564,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Recovery: structural,structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
565,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Recovery: structural,structural,legislative & regulatory,"floods: riverine, fluvial",national & subnational
566,cp_103,civil protection,insurances,Obligatory natural hazard insurance.,0,Recovery: structural,structural,legislative & regulatory,flooding: pluvial,national & subnational
567,cp_104,civil protection,insurances,Sovereign climate insurance fund with application of index-based insurance and distributed ledger technology.,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",transnational
568,cp_104,civil protection,insurances,Sovereign climate insurance fund with application of index-based insurance and distributed ledger technology.,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
569,cp_104,civil protection,insurances,Sovereign climate insurance fund with application of index-based insurance and distributed ledger technology.,0,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",transnational
570,cp_104,civil protection,insurances,Sovereign climate insurance fund with application of index-based insurance and distributed ledger technology.,0,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
571,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",transnational
572,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",transnational
573,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Preparedness: tools,tools,policy design & planning,flooding: pluvial,transnational
574,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Preparedness: tools,tools,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
575,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Preparedness: tools,tools,governance: organisational & procedural,"floods: riverine, fluvial",transnational
576,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Preparedness: tools,tools,governance: organisational & procedural,flooding: pluvial,transnational
577,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",transnational
578,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Recovery: structural,structural,policy design & planning,"floods: riverine, fluvial",transnational
579,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Recovery: structural,structural,policy design & planning,flooding: pluvial,transnational
580,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Recovery: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk",transnational
581,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Recovery: structural,structural,governance: organisational & procedural,"floods: riverine, fluvial",transnational
582,cp_105,civil protection,insurances,Development of a european risk transfer mechanism.,0,Recovery: structural,structural,governance: organisational & procedural,flooding: pluvial,transnational
583,cp_106,civil protection,insurances,A uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce the financial vulnerability of municipal authorities. Early investment in risk cycle measures saves recovery costs.,1,Preparedness: tools,tools,policy design & planning,"multi-hazard, multi-risk",national & subnational
584,cp_106,civil protection,insurances,A uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce the financial vulnerability of municipal authorities. Early investment in risk cycle measures saves recovery costs.,1,Preparedness: tools,tools,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
585,cp_106,civil protection,insurances,A uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce the financial vulnerability of municipal authorities. Early investment in risk cycle measures saves recovery costs.,1,Preparedness: tools,tools,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
586,cp_106,civil protection,insurances,A uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce the financial vulnerability of municipal authorities. Early investment in risk cycle measures saves recovery costs.,1,Recovery: structural,structural,policy design & planning,"multi-hazard, multi-risk",national & subnational
587,cp_106,civil protection,insurances,A uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce the financial vulnerability of municipal authorities. Early investment in risk cycle measures saves recovery costs.,1,Recovery: structural,structural,legislative & regulatory,"multi-hazard, multi-risk",national & subnational
588,cp_106,civil protection,insurances,A uniform natural hazard insurance (as in switzerland) and short-term liquidity options like kontokorrent loans could reduce the financial vulnerability of municipal authorities. Early investment in risk cycle measures saves recovery costs.,1,Recovery: structural,structural,"resources, capacity & implementation","multi-hazard, multi-risk",national & subnational
589,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Preparedness: tools,tools,policy design & planning,"floods: riverine, fluvial",national & subnational
590,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Preparedness: tools,tools,policy design & planning,flooding: pluvial,national & subnational
591,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Preparedness: tools,tools,policy design & planning,hydrological hazards: other,national & subnational
592,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Preparedness: tools,tools,"resources, capacity & implementation","floods: riverine, fluvial",national & subnational
593,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Preparedness: tools,tools,"resources, capacity & implementation",flooding: pluvial,national & subnational
594,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Preparedness: tools,tools,"resources, capacity & implementation",hydrological hazards: other,national & subnational
595,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Recovery: structural,structural,policy design & planning,"floods: riverine, fluvial",national & subnational
596,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Recovery: structural,structural,policy design & planning,flooding: pluvial,national & subnational
597,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Recovery: structural,structural,policy design & planning,hydrological hazards: other,national & subnational
598,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Recovery: structural,structural,"resources, capacity & implementation","floods: riverine, fluvial",national & subnational
599,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Recovery: structural,structural,"resources, capacity & implementation",flooding: pluvial,national & subnational
600,cp_107,civil protection,insurances,"In austria, damages caused by natural hazards such as flooding or debris flows are only partially covered by insurance, and relevant information is usually not available.",1,Recovery: structural,structural,"resources, capacity & implementation",hydrological hazards: other,national & subnational
601,cp_108,civil protection,participative risk governance,"A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,Preparedness: tool implementation,tool implementation,governance: organisational & procedural,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
602,cp_108,civil protection,participative risk governance,"A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,Preparedness: tool implementation,tool implementation,effectiveness & efficiency,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
603,cp_108,civil protection,participative risk governance,"A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,Preparedness: tool implementation,tool implementation,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
604,cp_108,civil protection,participative risk governance,"A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,Prevention: non-structural,non-structural,governance: organisational & procedural,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
605,cp_108,civil protection,participative risk governance,"A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,Prevention: non-structural,non-structural,effectiveness & efficiency,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
606,cp_108,civil protection,participative risk governance,"A comprehensive risk management approach with broad stakeholder involvement is needed to overcome knowledge and language disparities. In practice, non-participatory approaches have displayed a problem. The involvement of citizens should therfore be expanded and structured.",1,Prevention: non-structural,non-structural,local risk preparedness & community-driven adaptive capacities,"multi-hazard, multi-risk","multi-level, cross-level, co-owned"
607,cp_109,civil protection,participative risk governance,‘Local reasons for concern’ need to be included into national policy making to make risk reduction solutions more target-oriented and ambitious.,0,Prevention: structural,structural,governance: organisational & procedural,"multi-hazard, multi-risk",national & subnational
